0,0,0,0.125603865,-0.130434783,0.140096618,-0.328502415,0.028985507,-0.47826087,-0.072463768,-0.579710145,0.057971014,-0.54589372,0.062801932,-0.748792271,0.053140097,-0.884057971,0.038647343,-1,-0.077294686,-0.526570048,-0.144927536,-0.734299517,-0.207729469,-0.869565217,-0.270531401,-0.990338164,-0.173913043,-0.444444444,-0.275362319,-0.603864734,-0.231884058,-0.52173913,-0.193236715,-0.434782609,-0.256038647,-0.323671498,-0.323671498,-0.439613527,-0.275362319,-0.391304348,-0.22705314,-0.31884058
7,0,0,0.101769912,-0.110619469,0.10619469,-0.300884956,-0.013274336,-0.42920354,-0.132743363,-0.504424779,0.07079646,-0.491150442,-0.008849558,-0.690265487,-0.066371681,-0.814159292,-0.119469027,-0.915929204,-0.030973451,-0.469026549,-0.061946903,-0.703539823,-0.07079646,-0.862831858,-0.079646018,-1,-0.123893805,-0.389380531,-0.181415929,-0.508849558,-0.092920354,-0.35840708,-0.030973451,-0.256637168,-0.199115044,-0.292035398,-0.216814159,-0.371681416,-0.128318584,-0.265486726,-0.061946903,-0.194690265
3,0,0,0.210526316,-0.192982456,0.263157895,-0.520467836,0.122807018,-0.777777778,-0.035087719,-0.988304094,0.18128655,-0.748538012,0.257309942,-0.953216374,0.304093567,-0.789473684,0.304093567,-0.619883041,0.01754386,-0.742690058,0.099415205,-1,0.16374269,-0.83625731,0.192982456,-0.649122807,-0.157894737,-0.695906433,-0.01754386,-0.807017544,0.064327485,-0.555555556,0.093567251,-0.368421053,-0.321637427,-0.619883041,-0.140350877,-0.707602339,-0.052631579,-0.526315789,-0.029239766,-0.391812865
8,0,0,0.25170068,-0.231292517,0.360544218,-0.544217687,0.278911565,-0.829931973,0.074829932,-0.891156463,0.224489796,-0.727891156,0.19047619,-1,0.204081633,-0.789115646,0.210884354,-0.680272109,0.06122449,-0.714285714,0.013605442,-0.959183673,0.06122449,-0.680272109,0.088435374,-0.585034014,-0.108843537,-0.673469388,-0.156462585,-0.891156463,-0.081632653,-0.632653061,-0.054421769,-0.510204082,-0.285714286,-0.585034014,-0.299319728,-0.802721088,-0.217687075,-0.653061224,-0.183673469,-0.523809524
2,0,0,0.217391304,-0.195652174,0.224637681,-0.536231884,0,-0.724637681,-0.210144928,-0.789855072,0.195652174,-0.731884058,0.253623188,-0.956521739,0.289855072,-0.768115942,0.275362319,-0.601449275,0.02173913,-0.731884058,0.086956522,-1,0.15942029,-0.789855072,0.15942029,-0.594202899,-0.15942029,-0.673913043,-0.086956522,-0.97826087,0,-0.768115942,0.007246377,-0.579710145,-0.326086957,-0.579710145,-0.152173913,-0.724637681,-0.065217391,-0.536231884,-0.065217391,-0.369565217
6,0,0,0.063492063,0.079365079,-0.047619048,0.26984127,-0.158730159,0.5,-0.206349206,0.761904762,-0.507936508,0,-0.587301587,0.420634921,-0.619047619,0.682539683,-0.658730159,0.912698413,-0.611111111,0.015873016,-0.706349206,0.476190476,-0.698412698,0.761904762,-0.674603175,1,-0.634920635,0.079365079,-0.69047619,0.507936508,-0.666666667,0.746031746,-0.658730159,0.936507937,-0.619047619,0.158730159,-0.626984127,0.468253968,-0.579365079,0.626984127,-0.563492063,0.746031746
4,0,0,0.272189349,-0.177514793,0.402366864,-0.402366864,0.544378698,-0.544378698,0.650887574,-0.668639053,-0.100591716,-0.733727811,0.224852071,-0.964497041,0.461538462,-0.923076923,0.573964497,-0.810650888,-0.124260355,-0.692307692,0.24260355,-1,0.50887574,-0.928994083,0.615384615,-0.786982249,-0.065088757,-0.621301775,0.278106509,-0.946745562,0.544378698,-0.893491124,0.656804734,-0.75739645,0.065088757,-0.544378698,0.331360947,-0.804733728,0.526627219,-0.804733728,0.633136095,-0.721893491
7,0,0,0.099137931,-0.120689655,0.094827586,-0.306034483,-0.025862069,-0.435344828,-0.150862069,-0.50862069,0.064655172,-0.49137931,-0.00862069,-0.681034483,-0.064655172,-0.806034483,-0.120689655,-0.905172414,-0.034482759,-0.465517241,-0.064655172,-0.702586207,-0.077586207,-0.862068966,-0.094827586,-1,-0.125,-0.387931034,-0.181034483,-0.512931034,-0.103448276,-0.362068966,-0.043103448,-0.25862069,-0.198275862,-0.297413793,-0.215517241,-0.379310345,-0.137931034,-0.271551724,-0.077586207,-0.198275862
1,0,0,0.203389831,-0.046610169,0.423728814,-0.161016949,0.610169492,-0.254237288,0.75,-0.292372881,0.279661017,-0.483050847,0.305084746,-0.720338983,0.309322034,-0.872881356,0.309322034,-1,0.139830508,-0.487288136,0.105932203,-0.631355932,0.088983051,-0.470338983,0.088983051,-0.338983051,0.008474576,-0.470338983,-0.025423729,-0.563559322,-0.025423729,-0.402542373,0,-0.288135593,-0.122881356,-0.423728814,-0.144067797,-0.542372881,-0.127118644,-0.440677966,-0.097457627,-0.351694915
0,0,0,0.133640553,-0.119815668,0.161290323,-0.313364055,0.064516129,-0.465437788,-0.00921659,-0.580645161,0.096774194,-0.534562212,0.119815668,-0.732718894,0.124423963,-0.861751152,0.129032258,-0.97235023,-0.036866359,-0.525345622,-0.092165899,-0.746543779,-0.138248848,-0.880184332,-0.184331797,-1,-0.133640553,-0.451612903,-0.225806452,-0.626728111,-0.188940092,-0.516129032,-0.147465438,-0.419354839,-0.221198157,-0.34562212,-0.276497696,-0.460829493,-0.230414747,-0.391705069,-0.188940092,-0.313364055
0,0,0,0.120192308,-0.125,0.139423077,-0.322115385,0.043269231,-0.471153846,-0.033653846,-0.591346154,0.067307692,-0.548076923,0.072115385,-0.75,0.0625,-0.879807692,0.052884615,-1,-0.072115385,-0.528846154,-0.134615385,-0.735576923,-0.192307692,-0.870192308,-0.25,-0.990384615,-0.168269231,-0.442307692,-0.264423077,-0.605769231,-0.221153846,-0.519230769,-0.182692308,-0.432692308,-0.25,-0.322115385,-0.317307692,-0.432692308,-0.259615385,-0.379807692,-0.206730769,-0.3125
8,0,0,0.25170068,-0.231292517,0.37414966,-0.537414966,0.285714286,-0.816326531,0.081632653,-0.884353741,0.231292517,-0.734693878,0.204081633,-1,0.210884354,-0.795918367,0.210884354,-0.673469388,0.06122449,-0.721088435,0.006802721,-0.959183673,0.054421769,-0.693877551,0.081632653,-0.56462585,-0.108843537,-0.673469388,-0.163265306,-0.884353741,-0.088435374,-0.632653061,-0.054421769,-0.496598639,-0.285714286,-0.591836735,-0.299319728,-0.795918367,-0.231292517,-0.646258503,-0.204081633,-0.517006803
7,0,0,0.117647059,-0.099264706,0.147058824,-0.294117647,0.0625,-0.426470588,-0.044117647,-0.518382353,0.0625,-0.5,0.011029412,-0.691176471,-0.029411765,-0.819852941,-0.073529412,-0.926470588,-0.036764706,-0.477941176,-0.055147059,-0.705882353,-0.058823529,-0.863970588,-0.0625,-1,-0.128676471,-0.408088235,-0.132352941,-0.529411765,-0.044117647,-0.375,0.011029412,-0.253676471,-0.205882353,-0.3125,-0.169117647,-0.386029412,-0.080882353,-0.279411765,-0.025735294,-0.191176471
7,0,0,0.105726872,-0.123348018,0.118942731,-0.31277533,0.008810573,-0.444933921,-0.123348018,-0.524229075,0.066079295,-0.502202643,-0.004405286,-0.696035242,-0.061674009,-0.814977974,-0.118942731,-0.916299559,-0.035242291,-0.480176211,-0.066079295,-0.709251101,-0.074889868,-0.86784141,-0.083700441,-1,-0.123348018,-0.400881057,-0.176211454,-0.524229075,-0.083700441,-0.378854626,-0.022026432,-0.273127753,-0.198237885,-0.303964758,-0.202643172,-0.392070485,-0.118942731,-0.286343612,-0.057268722,-0.207048458
0,0,0,0.125,-0.134615385,0.134615385,-0.336538462,0.033653846,-0.490384615,-0.043269231,-0.605769231,0.052884615,-0.543269231,0.057692308,-0.75,0.048076923,-0.879807692,0.033653846,-1,-0.081730769,-0.524038462,-0.149038462,-0.730769231,-0.211538462,-0.865384615,-0.274038462,-0.985576923,-0.173076923,-0.4375,-0.278846154,-0.600961538,-0.240384615,-0.519230769,-0.201923077,-0.432692308,-0.254807692,-0.322115385,-0.326923077,-0.4375,-0.278846154,-0.384615385,-0.225961538,-0.3125
0,0,0,0.120192308,-0.129807692,0.139423077,-0.326923077,0.043269231,-0.485576923,-0.033653846,-0.605769231,0.0625,-0.552884615,0.072115385,-0.754807692,0.0625,-0.884615385,0.048076923,-1,-0.072115385,-0.533653846,-0.129807692,-0.740384615,-0.192307692,-0.870192308,-0.25,-0.990384615,-0.168269231,-0.451923077,-0.264423077,-0.615384615,-0.225961538,-0.514423077,-0.182692308,-0.423076923,-0.25,-0.336538462,-0.317307692,-0.442307692,-0.264423077,-0.375,-0.211538462,-0.302884615
1,0,0,0.205405405,-0.054054054,0.405405405,-0.172972973,0.567567568,-0.281081081,0.697297297,-0.324324324,0.264864865,-0.508108108,0.281081081,-0.740540541,0.291891892,-0.881081081,0.297297297,-1,0.124324324,-0.502702703,0.075675676,-0.654054054,0.059459459,-0.502702703,0.07027027,-0.372972973,0,-0.47027027,-0.059459459,-0.562162162,-0.054054054,-0.405405405,-0.016216216,-0.286486486,-0.113513514,-0.416216216,-0.156756757,-0.52972973,-0.145945946,-0.448648649,-0.118918919,-0.378378378
1,0,0,0.193675889,-0.043478261,0.395256917,-0.173913043,0.553359684,-0.280632411,0.683794466,-0.339920949,0.241106719,-0.486166008,0.260869565,-0.723320158,0.272727273,-0.873517787,0.276679842,-1,0.102766798,-0.482213439,0.067193676,-0.636363636,0.055335968,-0.466403162,0.063241107,-0.335968379,-0.031620553,-0.450592885,-0.063241107,-0.541501976,-0.051383399,-0.367588933,-0.023715415,-0.252964427,-0.166007905,-0.395256917,-0.18972332,-0.501976285,-0.166007905,-0.399209486,-0.134387352,-0.316205534
6,0,0,0.128205128,0.076923077,0.08974359,0.275641026,0.038461538,0.506410256,0.032051282,0.756410256,-0.320512821,0.051282051,-0.365384615,0.461538462,-0.397435897,0.711538462,-0.442307692,0.929487179,-0.480769231,0.064102564,-0.551282051,0.519230769,-0.532051282,0.794871795,-0.512820513,1,-0.557692308,0.121794872,-0.602564103,0.532051282,-0.596153846,0.762820513,-0.602564103,0.942307692,-0.58974359,0.185897436,-0.621794872,0.480769231,-0.615384615,0.641025641,-0.621794872,0.762820513
3,0,0,0.288770053,-0.197860963,0.336898396,-0.524064171,0.288770053,-0.77540107,0.235294118,-1,0.069518717,-0.780748663,0.342245989,-0.898395722,0.443850267,-0.780748663,0.470588235,-0.673796791,-0.042780749,-0.79144385,0.363636364,-0.85026738,0.411764706,-0.625668449,0.363636364,-0.502673797,-0.101604278,-0.737967914,0.331550802,-0.764705882,0.363636364,-0.502673797,0.28342246,-0.368983957,-0.101604278,-0.657754011,0.28342246,-0.64171123,0.310160428,-0.443850267,0.219251337,-0.336898396
9,0,0,0.23943662,-0.197183099,0.323943662,-0.5,0.232394366,-0.76056338,0.14084507,-0.922535211,0.26056338,-0.704225352,0.295774648,-1,0.281690141,-0.830985915,0.23943662,-0.669014085,0.077464789,-0.690140845,0.063380282,-0.950704225,0.084507042,-0.725352113,0.077464789,-0.577464789,-0.105633803,-0.633802817,-0.112676056,-0.830985915,-0.056338028,-0.577464789,-0.049295775,-0.443661972,-0.288732394,-0.542253521,-0.267605634,-0.711267606,-0.211267606,-0.535211268,-0.204225352,-0.436619718
0,0,0,0.13015873,-0.117460317,0.152380952,-0.314285714,0.063492063,-0.466666667,-0.006349206,-0.584126984,0.073015873,-0.53015873,0.092063492,-0.73015873,0.095238095,-0.86031746,0.095238095,-0.974603175,-0.06031746,-0.514285714,-0.120634921,-0.726984127,-0.168253968,-0.86984127,-0.219047619,-1,-0.155555556,-0.434920635,-0.234920635,-0.606349206,-0.177777778,-0.504761905,-0.136507937,-0.40952381,-0.241269841,-0.323809524,-0.288888889,-0.438095238,-0.228571429,-0.377777778,-0.180952381,-0.301587302
2,0,0,0.223529412,-0.182352941,0.252941176,-0.517647059,0.111764706,-0.711764706,-0.017647059,-0.835294118,0.117647059,-0.758823529,0.235294118,-0.964705882,0.323529412,-0.770588235,0.317647059,-0.576470588,-0.035294118,-0.747058824,0.094117647,-1,0.2,-0.752941176,0.194117647,-0.552941176,-0.194117647,-0.688235294,-0.035294118,-0.917647059,0.058823529,-0.658823529,0.023529412,-0.488235294,-0.329411765,-0.594117647,-0.1,-0.711764706,-0.017647059,-0.517647059,-0.058823529,-0.388235294
0,0,0,0.137184116,-0.14801444,0.158844765,-0.350180505,0.057761733,-0.501805054,-0.025270758,-0.606498195,0.072202166,-0.563176895,0.086642599,-0.761732852,0.093862816,-0.880866426,0.093862816,-0.992779783,-0.057761733,-0.545126354,-0.122743682,-0.758122744,-0.158844765,-0.884476534,-0.202166065,-1,-0.151624549,-0.469314079,-0.231046931,-0.631768953,-0.173285199,-0.541516245,-0.129963899,-0.454873646,-0.227436823,-0.357400722,-0.274368231,-0.476534296,-0.21299639,-0.429602888,-0.166064982,-0.357400722
